,card name,expansion,rarity,converted mana cost,colourless mana,coloured mana,main type,sub type,power,toughness,abilities-1,abilities-2,flavour text-1,flavour text-2,card no,artist,avg price ($),market price ($),foil avg ($),foil price ($),img url
15284,Keral Keep Disciples,Core Set 2021,"
Uncommon",4,2,"Red, Red",Creature , Human Monk,4,3,"Whenever you activate a loyalty ability of a Chandra planeswalker, Keral Keep Disciples deals 1 damage to each opponent.", ,"""You're not setting foot in here. Not on our watch!""",,334,Leesha Hannigan,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=488640&type=card
15285,Kinetic Augur,Core Set 2021,"
Uncommon",4,3,Red,Creature , Human Shaman,* ,4,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.), ,,,154,Colin Boyer,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485477&type=card
15287,Leafkin Avenger,Core Set 2021,"
Uncommon",4,2,"Red, Green",Creature , Elemental Druid,4,3,: Add for each creature with power 4 or greater you control., ,"""My roots are ash, my heart a smoldering ember. What I could not protect, I will avenge.""",,220,Filip Burburan,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485543&type=card
15289,Library Larcenist,Core Set 2021,"
Common",3,2,Blue,Creature , Merfolk Rogue,1,2,"Whenever Library Larcenist attacks, draw a card.", ,"""I specialize in missing manuscripts, pilfered poetry, and lifted letters.""",,55,Mila Pesic,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485378&type=card
15291,Light of Promise,Core Set 2021,"
Uncommon",3,2,White,Enchantment , Aura, ,,Enchant creature, ,"The light washed over him, and in the wind he heard the roars of all the pridemates who had come before.",,25,Cristi Balanescu,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485348&type=card
15292,"Liliana, Death Mage",Core Set 2021,"
Mythic Rare",6,4,"Black, Black",Legendary Planeswalker , Liliana,4,,+1: Return up to one target creature card from your graveyard to your hand., ,,,328,Kieran Yanner,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=488634&type=card
15293,"Liliana, Waker of the Dead",Core Set 2021,"
Mythic Rare",4,2,"Black, Black",Legendary Planeswalker , Liliana,4,,+1: Each player discards a card. Each opponent who can't loses 3 life., ,,,108,Anna Steinbauer,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485431&type=card
15294,Liliana's Devotee,Core Set 2021,"
Uncommon",3,2,Black,Creature , Human Warlock,2,3,Zombies you control get +1/+0., ,Liliana inspires horror in many and fanatical admiration in a few.,,109,Colin Boyer,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485432&type=card
15295,Liliana's Scorn,Core Set 2021,"
Rare",5,3,"Black, Black",Sorcery,, ,,"Destroy target creature. You may search your library and/or graveyard for a card named Liliana, Death Mage, reveal it, and put it into your hand. If you search your library this way, shuffle.", ,"""We're done here.""",,329,Josh Hass,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=488635&type=card
15296,Liliana's Scrounger,Core Set 2021,"
Uncommon",3,2,Black,Creature , Human Wizard,3,2,"At the beginning of each end step, if a creature died this turn, you may put a loyalty counter on a Liliana planeswalker you control.", ,"""This arm's got plenty of use left in it. Who'd throw such a nice thing away?""",,330,Martina Fackova,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=488636&type=card
15297,Liliana's Standard Bearer,Core Set 2021,"
Rare",3,2,Black,Creature , Zombie Knight,3,1,Flash, ,The purple banner of the House of Vess is a symbol of death wherever it's flown.,,110,Josh Hass,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485433&type=card
15298,Liliana's Steward,Core Set 2021,"
Common",1,0,Black,Creature , Zombie,1,2,", Sacrifice Liliana's Steward: Target opponent discards a card. Activate only as a sorcery.", ,Servants at Vess Manor are chosen for their strong work ethic and respectful demeanor. Being alive is not required.,,111,Jason A. Engle,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485434&type=card
15299,Llanowar Visionary,Core Set 2021,"
Common",3,2,Green,Creature , Elf Druid,2,2,"When Llanowar Visionary enters the battlefield, draw a card.", ,The elves of Llanowar look to their past to determine the shape of their future.,,193,Cristi Balanescu,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485516&type=card
15300,Lofty Denial,Core Set 2021,"
Common",2,1,Blue,Instant,, ,,"Counter target spell unless its controller pays . If you control a creature with flying, counter that spell unless its controller pays instead.", ,The mage scowled as yet another bolt splashed harmlessly against seemingly empty air.,,56,Manuel Castanon,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485379&type=card
15302,Makeshift Battalion,Core Set 2021,"
Common",3,2,White,Creature , Human Soldier,3,2,"Whenever Makeshift Battalion and at least two other creatures attack, put a +1/+1 counter on Makeshift Battalion.", ,"Their ranks are thin, their formation is improvised, their weapons are borrowed, and you'd best get out of their way.",,26,Zoltan Boros,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485349&type=card
15303,Malefic Scythe,Core Set 2021,"
Uncommon",2,1,Black,Artifact , Equipment, ,,Malefic Scythe enters the battlefield with a soul counter on it., ,,,112,Joe Slucher,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485435&type=card
15304,"Mangara, the Diplomat",Core Set 2021,"
Mythic Rare",4,3,White,Legendary Creature , Human Cleric,2,4,Lifelink, ,,,27,Howard Lyon,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485350&type=card
15305,Masked Blackguard,Core Set 2021,"
Common",2,1,Black,Creature , Human Rogue,2,1,Flash (You may cast this spell any time you could cast an instant.), ,"Her footsteps are whispers, her passage a last breath.",,113,Bryan Sola,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485436&type=card
15306,Massacre Wurm,Core Set 2021,"
Mythic Rare",6,3,"Black, Black, Black",Creature , Phyrexian Wurm,6,5,"When Massacre Wurm enters the battlefield, creatures your opponents control get -2/-2 until end of turn.", ,,,114,Jason Chan,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485437&type=card
15307,Mazemind Tome,Core Set 2021,"
Rare",2,2,none,Artifact,, ,,", Put a page counter on Mazemind Tome: Scry 1.", ,,,232,Randy Gallegos,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485555&type=card
15308,Meteorite,Core Set 2021,"
Uncommon",5,5,none,Artifact,, ,,"When Meteorite enters the battlefield, it deals 2 damage to any target.", ,"""And if I'm lying,"" he began . . .",,233,Scott Murphy,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485556&type=card
15312,Miscast,Core Set 2021,"
Uncommon",1,0,Blue,Instant,, ,,Counter target instant or sorcery spell unless its controller pays ., ,"""Next time, try something more appropriate for your skill level.""",,57,Steve Argyle,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485380&type=card
15313,Mistral Singer,Core Set 2021,"
Common",3,2,Blue,Creature , Siren,2,2,Flying, ,"""I sang of storms, there came a squall. I sang of waves, the seas grew tall. I sang of love, but no voice called.""",,58,Ryan Yee,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485381&type=card
15319,Mystic Skyfish,Core Set 2021,"
Common",3,2,Blue,Creature , Fish,3,1,"Whenever you draw your second card each turn, Mystic Skyfish gains flying until end of turn.", ,The problem wasn't that fish had learned how to fly. It was that sharks had adapted to follow them.,,326,Alayna Danner,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=488632&type=card
15320,Necromentia,Core Set 2021,"
Rare",3,1,"Black, Black",Sorcery,, ,,"Choose a card name other than a basic land card name. Search target opponent's graveyard, hand, and library for any number of cards with that name and exile them. That player shuffles, then creates a 2/2 black Zombie creature token for each card exiled from their hand this way.", ,,,116,Mila Pesic,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485439&type=card
15321,"Niambi, Esteemed Speaker",Core Set 2021,"
Rare",2,0,"White, Blue",Legendary Creature , Human Cleric,2,1,Flash, ,,,222,Eric Deschamps,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485545&type=card
15322,Nine Lives,Core Set 2021,"
Rare",3,1,"White, White",Enchantment,, ,,Hexproof, ,,,28,Paul Scott Canavan,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485351&type=card
15323,Obsessive Stitcher,Core Set 2021,"
Uncommon",3,1,"Blue, Black",Creature , Human Wizard,0,3,": Draw a card, then discard a card.", ,No one is as dedicated to perfection as a stitcher working on their latest masterpiece.,,223,Joe Slucher,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485546&type=card
15326,Ornery Dilophosaur,Core Set 2021,"
Common",4,3,Green,Creature , Dinosaur,2,2,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.), ,,,194,Jonathan Kuo,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485517&type=card
15327,Pack Leader,Core Set 2021,"
Rare",2,1,White,Creature , Dog,2,2,Other Dogs you control get +1/+1., ,"He will be your loyal champion, and his pack your protectors. All he asks for is a full belly, a spot by the fire, and all the love in your heart.",,29,Rudy Siswanto,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485352&type=card
15329,Peer into the Abyss,Core Set 2021,"
Rare",7,4,"Black, Black, Black",Sorcery,, ,,Target player draws cards equal to half the number of cards in their library and loses half their life. Round up each time., ,"""Oh, don't be so dramatic. When your eyes bleed, and your brain leaks out your ears, then we'll talk about lost sanity.""",,117,Izzy,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485440&type=card
15330,Pestilent Haze,Core Set 2021,"
Uncommon",3,1,"Black, Black",Sorcery,, ,,Choose one —, ,"""Your crops will rot. The air itself will turn against you. You will suffer as I have suffered.""",,118,Sidharth Chaturvedi,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485441&type=card
15336,Predatory Wurm,Core Set 2021,"
Uncommon",4,3,Green,Creature , Wurm,4,4,Vigilance (Attacking doesn't cause this creature to tap.), ,"""The strong eat. The weak are eaten. That's the way of things.""",,338,Jason A. Engle,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=488644&type=card
15337,Pridemalkin,Core Set 2021,"
Common",3,2,Green,Creature , Cat,2,1,"When Pridemalkin enters the battlefield, put a +1/+1 counter on target creature you control.", ,,,196,Karl Kopinski,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485519&type=card
15338,Primal Might,Core Set 2021,"
Rare",1,0,"Variable Colorless, Green",Sorcery,, ,,Target creature you control gets +X/+X until end of turn. Then it fights up to one target creature you don't control., ,The shaman looked at the world through Ghalta's eyes and understood that everything else was his prey.,,197,Randy Vargas,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485520&type=card
15340,Pursued Whale,Core Set 2021,"
Rare",7,5,"Blue, Blue",Creature , Whale,8,8,"When Pursued Whale enters the battlefield, each opponent creates a 1/1 red Pirate creature token with ""This creature can't block"" and ""Creatures you control attack each combat if able.""", ,,,60,Jonathan Kuo,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485383&type=card
15341,Quirion Dryad,Core Set 2021,"
Uncommon",2,1,Green,Creature , Dryad,1,1,"Whenever you cast a spell that's white, blue, black, or red, put a +1/+1 counter on Quirion Dryad.", ,"""Never underestimate the ability of natural forces to adapt to unnatural influences.""",,198,Todd Lockwood,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485521&type=card
15342,"Radha, Heart of Keld",Core Set 2021,"
Rare",3,1,"Red, Green",Legendary Creature , Elf Warrior,3,3,"As long as it's your turn, Radha, Heart of Keld has first strike.", ,,,224,Chris Rahn,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485547&type=card
15344,Rain of Revelation,Core Set 2021,"
Uncommon",4,3,Blue,Instant,, ,,"Draw three cards, then discard a card.", ,"""As the sky opened up, we ran for shelter. Halfway there I came to the sudden realization that, already soaked, there might be more to gain from experiencing the rain than running from it.""",,61,Nils Hamm,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485384&type=card
15345,Rambunctious Mutt,Core Set 2021,"
Common",5,3,"White, White",Creature , Dog,3,4,"When Rambunctious Mutt enters the battlefield, destroy target artifact or enchantment an opponent controls.", ,Emphatic words with powerful gestures. Clearly this was playtime.,,30,Campbell White,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485353&type=card
15347,Read the Tides,Core Set 2021,"
Common",6,5,Blue,Sorcery,, ,,Choose one —, ,"Charts and instruments work fine, but the best navigators aren't above a spell or two to nudge the tides in a more favorable direction.",,62,Tommy Arnold,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485385&type=card
15348,Return to Nature,Core Set 2021,"
Common",2,1,Green,Instant,, ,,Choose one —, ,"""Yes, nature is stronger. You don't see little buildings sprouting on trees.""",,200,Alayna Danner,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485523&type=card
15352,"Rin and Seri, Inseparable",Core Set 2021,"
Mythic Rare",4,1,"Red, Green, White",Legendary Creature , Dog Cat,4,4,"Whenever you cast a Dog spell, create a 1/1 green Cat creature token.", ,,,278,Leesha Hannigan,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489663&type=card
15353,Rise Again,Core Set 2021,"
Common",5,4,Black,Sorcery,, ,,Return target creature card from your graveyard to the battlefield., ,"""I love those who are eager to serve.""",,119,Sean Sevestre,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485442&type=card
15354,Roaming Ghostlight,Core Set 2021,"
Common",5,3,"Blue, Blue",Creature , Spirit,3,2,Flying, ,"Some who die senseless deaths return as formless spirits, seeking answers where there are none.",,65,Zezhou Chen,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485388&type=card
15355,Rookie Mistake,Core Set 2021,"
Common",1,0,Blue,Instant,, ,,"Until end of turn, target creature gets +0/+2 and another target creature gets -2/-0.", ,"""Stop locking your knees as you strike! Now stand up and try again.""",,66,Zoltan Boros,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485389&type=card
15356,Rousing Read,Core Set 2021,"
Common",3,2,Blue,Enchantment , Aura, ,,Enchant creature, ,Great literature can transport the reader.,,67,Campbell White,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485390&type=card
15360,Run Afoul,Core Set 2021,"
Common",1,0,Green,Instant,, ,,Target opponent sacrifices a creature with flying., ,"""What did you catch today, my pet? Ah, it looks like a bit of vampire stuck between your teeth.""",,201,Cristi Balanescu,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485524&type=card
15361,Runed Halo,Core Set 2021,"
Rare",2,0,"White, White",Enchantment,, ,,"As Runed Halo enters the battlefield, choose a card name.", ,,,32,Steve Prescott,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485355&type=card
15362,Sabertooth Mauler,Core Set 2021,"
Common",4,3,Green,Creature , Cat,3,3,"At the beginning of your end step, if a creature died this turn, put a +1/+1 counter on Sabertooth Mauler and untap it.", ,"""I hope the idiot who introduced these creatures to the jungle was their first meal.""",,202,Randy Vargas,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485525&type=card
